x,y,z,status
-0.11796981398567855,-0.876248963828545,-0.3839735968525524,idle
-0.12919273615265736,-0.9129004454275331,-0.40961041731948,idle
-0.1351895573371938,-0.8654729317595621,-0.44867542474584193,idle
-0.1285645696290948,-0.8921638743937214,-0.4413397674208791,idle
-0.12434548681719627,-0.8974720825519944,-0.4070478189282403,idle
-0.13817484609893763,-0.8819889831848696,-0.43390263746099644,idle
-0.1406454336666335,-0.8864486141754727,-0.48186260578671236,idle
-0.1517624154045793,-0.8875797924349985,-0.3829076041832326,idle
-0.12993765979495048,-0.8947929675651248,-0.37765018108682447,idle
-0.13502673059677175,-0.8964596808926791,-0.4532104130685417,idle
-0.13749562150054076,-0.9163793640838211,-0.3634074486586721,idle
-0.12472886450759255,-0.869975552221551,-0.3853266000293843,idle
-0.1424566006204372,-0.8902509663738464,-0.37032048084049396,idle
-0.1395624676419943,-0.9195434360859291,-0.3957791729466136,idle
-0.15462278972984914,-0.879873470268491,-0.4532281712184046,idle
-0.12233401278438291,-0.8829031832158241,-0.4238565073712427,idle
-0.14306991514199402,-0.9055893309245906,-0.4335885523982965,idle
-0.12499884990459054,-0.8871238806866045,-0.4334879425244912,idle
-0.14285453332889012,-0.8951928338853428,-0.4324346935714061,idle
-0.11876484748201492,-0.9141821895358633,-0.4365111018506838,idle
-0.1292906109815139,-0.8548673628116867,-0.3869499708017787,idle
-0.1215208941136626,-0.9223432378503597,-0.4662168080040572,idle
-0.12843719876283224,-0.868765326463027,-0.4474922308664817,idle
-0.12950934449392035,-0.8615343112329743,-0.3608464114752556,idle
-0.12780594469164966,-0.908384868101213,-0.39006955044756064,idle
-0.13235781196906707,-0.8897531407119178,-0.40116788293083927,idle
-0.13058259073925468,-0.9335062502730508,-0.46230615944083286,idle
-0.12154172282523316,-0.8602989307895083,-0.400944951893015,idle
-0.13401567925867602,-0.9053912013213694,-0.39853216674213265,idle
-0.12944269712631634,-0.8794146215335916,-0.41501873929883126,idle
-0.14592621482945603,-0.9147620377012904,-0.37816575917765166,idle
-0.12533036278689405,-0.9203126466142237,-0.40687866037134623,idle
-0.11814384799127028,-0.9059151026571106,-0.42466523013573965,idle
-0.12795169625469632,-0.9158211151322752,-0.45048805013458487,idle
-0.12962164856477626,-0.9026025465013369,-0.37082769708037167,idle
-0.12274383483980301,-0.9117002828683328,-0.37285266123572547,idle
-0.1447734009793615,-0.8939972282385265,-0.33703823850422976,idle
-0.1372322061497305,-0.9118729955703403,-0.4039596602120634,idle
-0.1280380508083118,-0.9045262655366543,-0.44522315214746316,idle
-0.12906022831662123,-0.8965709390238071,-0.43099101364911174,idle
-0.12590891531091422,-0.8905519785786127,-0.40252920043620927,idle
-0.13891907485762545,-0.91114423776152,-0.3909103429132475,idle
-0.13804595254450866,-0.8639897526405184,-0.42468895431492987,idle
-0.13131602376655746,-0.9335641018790108,-0.40662259523586486,idle
-0.14328631494446256,-0.9254802260707559,-0.3988719865151043,idle
-0.1311850802827315,-0.8920062280824566,-0.37138319612345044,idle
-0.137882101534523,-0.8902714847832867,-0.40932647756045876,idle
-0.12271658940616484,-0.920637511340892,-0.38085765055504917,idle
-0.13659873594859157,-0.8968447483249066,-0.39963437092312226,idle
-0.1419226959170331,-0.8829929741848572,-0.4038463530057283,idle
-0.12725173866524875,-0.8800222330421792,-0.4260961534758345,idle
-0.1335907892404175,-0.9011022476645505,-0.4658093452008935,idle
-0.13420400050023207,-0.889748245964867,-0.4447918398013895,idle
-0.15391823381323963,-0.953053409234104,-0.348575629804748,idle
-0.1456847854981745,-0.9164223709275805,-0.41822907331350745,idle
-0.12614459492164376,-0.896127430752627,-0.47198259663506137,idle
-0.13249440098297868,-0.9294813185380347,-0.45547770243110636,idle
-0.13125224181914208,-0.9249493791468121,-0.3895660107658479,idle
-0.13670391845964716,-0.9312366650104157,-0.4642514612363656,idle
-0.1328127092160351,-0.9054922740700856,-0.4498102541500156,idle
-0.1223853651688141,-0.9172369807173317,-0.40809928291450864,idle
-0.13985951916135744,-0.918724304411964,-0.43098939032791067,idle
-0.14183284807630236,-0.8928970290282934,-0.4524180374929463,idle
-0.1364188943766919,-0.9211469091693433,-0.3262994064576035,idle
-0.12810728799112175,-0.9056074003356775,-0.420486611937781,idle
-0.14065555508454863,-0.8891680783021548,-0.434121645981703,idle
-0.12418999854037008,-0.8890900385826761,-0.3745648716454786,idle
-0.13531845404409856,-0.8899339720178278,-0.4598322369241719,idle
-0.13447299746004027,-0.8975679543632158,-0.4143751709433135,idle
-0.13824390986131763,-0.9086314820540041,-0.3821201856040624,idle
-0.12267460883379654,-0.9155827515513139,-0.37252308724749617,idle
-0.1409706911156852,-0.8930521828938828,-0.38756922750832457,idle
-0.1333588151573605,-0.9058692679698137,-0.4275195018198176,idle
-0.11770129854403016,-0.8804759077722902,-0.4360403748230459,idle
-0.13554572053344124,-0.9093644501140905,-0.36533406889793674,idle
-0.1379547596443949,-0.9193105383234419,-0.42048382759922637,idle
-0.14431288124081978,-0.9057887369266318,-0.44637360001203336,idle
-0.1258312539193008,-0.8624467940033078,-0.4550042317085272,idle
-0.1185976459643209,-0.9249811528240887,-0.4463692746831145,idle
-0.1431388683026446,-0.9241244740548461,-0.4646612611986771,idle
-0.14195809649217667,-0.9027269212995052,-0.35046074327816423,idle
-0.13101981616590702,-0.895464413708951,-0.31022615196219416,idle
-0.14163346799418783,-0.8956631251318182,-0.4674381843800878,idle
-0.13143645443796667,-0.8996816745438515,-0.4626652052283438,idle
-0.1384212569128318,-0.9081282453426401,-0.4641014990655198,idle
-0.12424707259701084,-0.8931435135742675,-0.37560380733301174,idle
-0.12740084247524078,-0.8833570191690274,-0.40686177703626136,idle
-0.13049416705066946,-0.901706202191942,-0.38759700644918027,idle
-0.11750403671877069,-0.9182715291673027,-0.4053141380165956,idle
-0.15392138346514517,-0.9288361038835209,-0.41507074803281396,idle
-0.1329740843288374,-0.923512260157809,-0.39152563265986234,idle
-0.13446827114959814,-0.882696121633815,-0.3941001220254504,idle
-0.13013582243468164,-0.8829496836635804,-0.40942182434051033,idle
-0.1291338149668901,-0.8654537648654914,-0.4563297235388082,idle
-0.13445599348170656,-0.8849311280282445,-0.4442599585892967,idle
-0.13783887078231555,-0.9051952844977681,-0.39536880069502073,idle
-0.1265912632641124,-0.9050211030214358,-0.37119860625820283,idle
-0.14339119479397439,-0.8767643515253215,-0.32806211849459366,idle
-0.12455772383196068,-0.9163058874718364,-0.3814036478158174,idle
-0.1349341721707275,-0.8963819783076893,-0.395585608721846,idle
-0.14356140904974657,-0.8934988621410161,-0.4030350668701526,idle
-0.1452849310650049,-0.9397926555860316,-0.443798661186713,idle
-0.13540672317001493,-0.8876761660315098,-0.40219852658003113,idle
-0.13424175988078416,-0.8707793978456563,-0.414537871066351,idle
-0.13587811880774198,-0.9023584473430446,-0.3997854109467239,idle
-0.1416529155432068,-0.877612564975572,-0.3601624034840979,idle
-0.13589870407118484,-0.9139608912135629,-0.43269998866685133,idle
-0.15646390203216762,-0.8953338189188604,-0.4522397936176654,idle
-0.12098974162594517,-0.9025725607852216,-0.3610223814140767,idle
-0.13134165097955414,-0.8827285099696669,-0.4446118489457512,idle
-0.13379625382001237,-0.9004124163054671,-0.3586992749294195,idle
-0.1320321590576461,-0.9019867052426193,-0.39338067443280816,idle
-0.14312600767422634,-0.9012400717641804,-0.3908143350200382,idle
-0.11183782210308453,-0.9276422868881286,-0.40043929053371935,idle
-0.14140340747026076,-0.9024747850632547,-0.42733107772443724,idle
-0.13059754736379586,-0.8811148744656457,-0.43479671708388734,idle
-0.13612334087725608,-0.9024611517151994,-0.39116295123492123,idle
-0.1482725874344322,-0.9168737162508326,-0.37501038624260224,idle
-0.1322539562334571,-0.9066888951610176,-0.381331589896625,idle
-0.14219615163297827,-0.9012696487592281,-0.38723508853278266,idle
-0.13954234915390257,-0.8825071318607564,-0.45294183918814335,idle
-0.1268002872972561,-0.9015681258009857,-0.4909575031877734,idle
-0.12214905875604483,-0.9030392097934017,-0.4255400210364849,idle
-0.13929280422910556,-0.9118340806701106,-0.4148724701002797,idle
-0.12906299600557755,-0.9024149851119909,-0.41402607069351843,idle
-0.12476845816394076,-0.8784702411395828,-0.3741297232968249,idle
-0.11714872858729353,-0.8932065125170767,-0.45342084178957,idle
-0.13242652382743206,-0.9085595593052888,-0.4338747362304629,idle
-0.1352964097816136,-0.9001600114667686,-0.39907706655322694,idle
-0.1416350280770481,-0.9238355530681573,-0.43184100258684927,idle
-0.13400046781553324,-0.8780859581006363,-0.37190821369011934,idle
-0.1274365973300693,-0.9125589863348279,-0.37809860987828825,idle
-0.13345970540043328,-0.8855445145700768,-0.4184615050451291,idle
-0.143025512296705,-0.8886074167298367,-0.4292498403908004,idle
-0.13291334733722118,-0.8632407849074677,-0.4096680620734674,idle
-0.10074442912128043,-0.9367819387058693,-0.3685155968743139,idle
-0.12279184747769209,-0.915270077315658,-0.3474329877857242,idle
-0.14564354494927412,-0.8871056895140083,-0.46129804222997867,idle
-0.14088036212437513,-0.8816388839728736,-0.44387944926206824,idle
-0.12459667602989045,-0.9330670795492774,-0.39005384190015635,idle
-0.1235625133717194,-0.9020303255472872,-0.410382352326122,idle
-0.12256489489392358,-0.904961209249004,-0.41393423446277094,idle
-0.13487435907688763,-0.8987602367901358,-0.40610767637827444,idle
-0.11878363454199915,-0.9033873445163892,-0.4404538686250173,idle
-0.1214311592886576,-0.9101858804742776,-0.42410325997923076,idle
-0.12005509875202586,-0.9196634069187338,-0.4252988931828401,idle
-0.1330401788412643,-0.9183413316051943,-0.4592840326393034,idle
-0.13476324713217067,-0.90210731787797,-0.42085616624049943,idle
-0.12453996562665079,-0.8637335279042242,-0.46684004453240086,idle
-0.14116169760123354,-0.8720471878457187,-0.3879460505681503,idle
-0.12505062757354501,-0.8674913945387902,-0.3738709810270916,idle
-0.1263504987924214,-0.9213710841080909,-0.4344174728371473,idle
-0.13332819089386516,-0.9215791557531869,-0.3994428019161901,idle
-0.1339590809330888,-0.8891658255037161,-0.43813811808739916,idle
-0.1280364178070891,-0.9023084874228079,-0.40880296827435947,idle
-0.14962760711334133,-0.8965359060414503,-0.4254188213999303,idle
-0.12114346406738612,-0.8967297600966078,-0.4128880170510872,idle
-0.1424986708377426,-0.9102339836656216,-0.38447149884376774,idle
-0.13819529210533193,-0.8934030588048413,-0.4651122084214889,idle
-0.12782186749957308,-0.912476880688341,-0.45081560048692265,idle
-0.13245586847257151,-0.885406230900283,-0.43910874991666915,idle
-0.1461362763156595,-0.8990656851260018,-0.36648180892371435,idle
-0.15423959890504788,-0.8921690077294969,-0.4206629973107664,idle
-0.13891752677900637,-0.8703399628416587,-0.5080357536405933,idle
-0.1170362183528069,-0.904112208635028,-0.3939516389829461,idle
-0.12439338598752886,-0.9050748501528568,-0.40264014228173456,idle
-0.1334578777808446,-0.9253427446897834,-0.40295959839075574,idle
-0.1529631488782329,-0.8774869066738675,-0.4181107266938412,idle
-0.1271436123390387,-0.9047813214578195,-0.4241445643221091,idle
-0.1281252775900074,-0.916885563099429,-0.4194690188287284,idle
-0.13871521827462446,-0.9037342230582006,-0.34805346208380367,idle
-0.14024631271027627,-0.880570687851108,-0.41062838150616815,idle
-0.13512984116514434,-0.9119504281855377,-0.35508877587395243,idle
-0.12059141102821937,-0.8713669041884132,-0.3621368231532128,idle
-0.14174701379684249,-0.9043222663524978,-0.4472166867643073,idle
-0.13348462104857506,-0.8901550098929574,-0.3480252328217062,idle
-0.1381561744856894,-0.883920848421835,-0.3984756761989153,idle
-0.12088403114056184,-0.8721445939519962,-0.42870396147997036,idle
-0.12389006979519099,-0.9275774058042603,-0.3904223589387586,idle
-0.13227682512257272,-0.9271920701765008,-0.4126824718605652,idle
-0.13038509678861368,-0.8866368444179018,-0.401487880545214,idle
-0.13578950544083654,-0.9155723070976142,-0.39826715819236813,idle
-0.12971994394397862,-0.845451262738543,-0.3903039630333095,idle
-0.13546756081647007,-0.8997007573674001,-0.4590767790743773,idle
-0.13191226367051112,-0.9114300418011971,-0.45179049441562275,idle
-0.15488822821163759,-0.9180161559976878,-0.3601123690160999,idle
-0.1296529554472309,-0.8596926607172894,-0.4030441315419512,idle
-0.13533807254453095,-0.8757591001837155,-0.3500549311866793,idle
-0.14274973689652182,-0.8790245152163607,-0.39964114194319394,idle
-0.1383929855684431,-0.9142681579865076,-0.39610780292775993,idle
-0.14440117698778263,-0.8913541021214059,-0.42417401079977485,idle
-0.12894387584866235,-0.8849398905791309,-0.39979945900763386,idle
-0.13310780772692657,-0.8998720165503024,-0.37427867978288076,idle
-0.13059586859487196,-0.8838442199344804,-0.42807943784647967,idle
-0.14609692348828465,-0.9056385825371991,-0.3709027098065946,idle
-0.1479025283650461,-0.9124109821064026,-0.41049141402357636,idle
-0.13362169457107778,-0.8867511176792172,-0.36006322360197845,idle
-0.13601197367186219,-0.9191734625582219,-0.43530767735420267,idle
-0.14407706082497407,-0.8910566596630974,-0.45090689853165894,idle
-0.13470781412158783,-0.8912640693777176,-0.421114621198591,idle
-0.14442022058472084,-0.8941686123296874,-0.47217327240365625,idle
-0.124542534307858,-0.9103995926092202,-0.41918329560221396,idle
-0.1263567179391363,-0.901843288185436,-0.3767693558561765,idle
-0.11319230971158671,-0.9414098521553428,-0.47060446946942713,idle
-0.12318173048680585,-0.8899544140514283,-0.4714947144271312,idle
-0.12713084656914028,-0.9131802013518537,-0.4154718764166241,idle
-0.13443162658827568,-0.9164136936443976,-0.36973408774891425,idle
-0.1527499785689385,-0.9072146849288506,-0.43503519496485865,idle
-0.12525093130060072,-0.8858349342312815,-0.3727494297401988,idle
-0.12302075070036328,-0.9083063035808355,-0.3848048573838797,idle
-0.1298981321556606,-0.9300884433387143,-0.43881972733188884,idle
-0.12489222290577812,-0.9103150152662647,-0.3601183173160633,idle
-0.14070413491255962,-0.8955675914778122,-0.3824062173837039,idle
-0.15026819900339744,-0.9284766165470878,-0.4092889261295144,idle
-0.13558784228421059,-0.9153283389133029,-0.4430553173490246,idle
-0.12337032504880463,-0.9245177464703156,-0.31314583152423026,idle
-0.12942314946429934,-0.9309411538537593,-0.47804566755866973,idle
-0.1201218647849459,-0.9303113087444321,-0.3888522740450626,idle
-0.12784292005567427,-0.8896658604484976,-0.4091004727645055,idle
-0.1230112364208268,-0.9147845265292626,-0.41653933395599674,idle
-0.13699457654226707,-0.8768496461528549,-0.4207827722789646,idle
-0.12417794893819326,-0.9018322953158112,-0.45778975075618666,idle
-0.13887304800938224,-0.8624775497145301,-0.42821024713037503,idle
-0.14468432492463743,-0.890060711539697,-0.4604325820391051,idle
-0.1425358634212675,-0.9161097885164493,-0.37714073950535465,idle
-0.12493780149412975,-0.9244680653346036,-0.3697096030956008,idle
-0.12976118294197186,-0.8958672522415666,-0.43467954548427756,idle
-0.13904272472862075,-0.9281206608471679,-0.4117902730480357,idle
-0.13084825633780905,-0.8976849666506697,-0.42153939984120503,idle
-0.1377469401320511,-0.8719337507638272,-0.3650809569784538,idle
-0.12403736625839384,-0.8999843225598332,-0.4938995554989517,idle
-0.13629849441002856,-0.8972704519741006,-0.40504638843123353,idle
-0.14718368003362947,-0.8962127840409517,-0.3843755189892748,idle
-0.12628391068471015,-0.8964494899759197,-0.445450284634527,idle
-0.12580507067530727,-0.906304794884181,-0.3789834292321001,idle
-0.1379519639560773,-0.8965667674876034,-0.38695250268291104,idle
-0.13683498396377755,-0.9133183346060975,-0.4387329559866702,idle
-0.1379451128169907,-0.8980092086593086,-0.4188158027093206,idle
-0.14298283381374344,-0.8721898041396338,-0.39478544088599593,idle
-0.1471424814254392,-0.9044686358665542,-0.3824732946213396,idle
-0.12705773694290445,-0.8742475185542472,-0.4082386412313084,idle
-0.1347619788925602,-0.8947371073001538,-0.3858576756430853,idle
-0.13195222282225866,-0.8901270988427565,-0.3911064047348275,idle
-0.1382094316170933,-0.8803413570562543,-0.4465478990150062,idle
-0.14943092760623145,-0.8943073263703428,-0.4185056566891508,idle
-0.12232825998994683,-0.9186130370296012,-0.41907504694944014,idle
-0.12234468319481273,-0.9109849420008644,-0.3704773899216086,idle
-0.13287307279193342,-0.9031279862140578,-0.3746709146509389,idle
-0.13067231369044177,-0.9124023446620699,-0.4201667329352203,idle
-0.12065972088316546,-0.9157656569738242,-0.39673690723081445,idle
-0.13825498103470135,-0.9257267415926941,-0.3928763523085474,idle
-0.1343739832359023,-0.9138559503022619,-0.47378897829726313,idle
-0.1305301527350835,-0.8466680185576437,-0.44974670760464486,idle
-0.1280480109222334,-0.9142379582353404,-0.3870285593632711,idle
-0.1244421100133555,-0.9295192612444899,-0.4771576850755963,idle
-0.12182605297670229,-0.8714000760859074,-0.4676505833881589,idle
-0.12647219934797418,-0.9134442573116462,-0.4554653340760468,idle
-0.12791865119756382,-0.9222481755837877,-0.42247597356638694,idle
-0.1463346182387004,-0.9277127653279279,-0.38807270791178444,idle
-0.13910958734836493,-0.8503126589077095,-0.47080328527141013,idle
-0.12524909153105632,-0.9104131951796383,-0.43241601453660533,idle
-0.11294609422572088,-0.8819155224352675,-0.4574104985623598,idle
-0.14253572803939368,-0.8796330010433503,-0.38786418536287703,idle
-0.13851070506124857,-0.9004031870927323,-0.4237314983872281,idle
-0.12834059930355005,-0.9162414259449547,-0.38884513127964754,idle
-0.13216377756437525,-0.8793302467255953,-0.3948112733995567,idle
-0.14207549851078605,-0.8662455421639216,-0.4307162327727621,idle
-0.14138656916806513,-0.8991153303536852,-0.4665328355371037,idle
-0.12640220940202113,-0.8808254492982054,-0.41522246924699774,idle
-0.1310049163683093,-0.8920549426063472,-0.43649618338973895,idle
-0.1341959617489006,-0.8652898284601468,-0.3757050891781252,idle
-0.14360697026010297,-0.8787581047049752,-0.428907494101998,idle
-0.1492764706532783,-0.9153364623520142,-0.36107898515279774,idle
-0.12945898327637176,-0.9483968418632217,-0.4408208967034904,idle
-0.13520898602568826,-0.8947174641030297,-0.46255433980615357,idle
-0.11745019136030219,-0.8928331437365423,-0.3687023536106469,idle
-0.12128960170836979,-0.8464347212173476,-0.3987731684921316,idle
-0.15541125906602427,-0.9343242528627653,-0.504247323147947,idle
-0.13576583157500993,-0.933051277311434,-0.4594527338984069,idle
-0.11710539790880511,-0.8978967047787132,-0.4510907417727945,idle
-0.1453333295274189,-0.911956882851963,-0.3835072354398456,idle
-0.1320803858244251,-0.906688648588742,-0.42760053055947966,idle
-0.11331189564390923,-0.9009136939470309,-0.38052870690322144,idle
-0.12478246215945367,-0.8800459922574425,-0.42539830202771617,idle
-0.1258969941388949,-0.8867307888939211,-0.4083412220606212,idle
-0.12678854224306002,-0.9015077495888444,-0.383178228241703,idle
-0.14818837629439482,-0.865824370955702,-0.39143067514017144,idle
-0.13674228948779096,-0.8673926370257655,-0.3750418338694823,idle
-0.13810547007382953,-0.9333860016580766,-0.45167609488602517,idle
-0.13360530739454585,-0.8707229696810768,-0.43419127079703934,idle
-0.12871026114022402,-0.8931545451509125,-0.421699545083132,idle
-0.11959239320007885,-0.8987980225504175,-0.47244133390451953,idle
-0.12352402425202574,-0.9004692948555421,-0.4133098515901756,idle
-0.12862067603493044,-0.8832671277167784,-0.3842532823429162,idle
-0.1439717541111291,-0.9014297224383859,-0.47426308146293084,idle
-0.1306708927147435,-0.9185822193983301,-0.49648045932561613,idle
-0.12469060824447657,-0.9005610166278967,-0.44381115754689837,idle
-0.12354648720829453,-0.8907688107149765,-0.2972443019037349,idle
-0.1418271194710783,-0.9030194870286504,-0.43456515986314326,idle
-0.13023182468659195,-0.9226154054899167,-0.46171533494494393,idle
